"id_componente";"tipo_componente";"codigo";"nivel";"nome";"unidade_responsavel";"ch_teorico";"ch_pratico";"ch_estagio";"ch_total";"ch_dedicada_docente";"ch_ead";"cr_max_ead";"permite_horario_flexivel";"qtd_unidades";"procedimentos_avaliacao";"equivalencia";"pre_requisito";"co_requisito";"ementa";"bibliografia";"objetivos";"conteudo";"competencias_habilidades";"referencias";"ano_programa";"periodo_programa";"modalidade";"curso_componente"
"54424";"MÓDULO";"DMP0006";"L";"EPISTEMOLOGIA DA EDUCAÇÃO AMBIENTAL";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"36";"9";"0";"45";"0";"0";"20";"false";"";"";"";"";"";"Interdisciplinaridade, ambiente e desenvolvimento sustentável. O saber ambiental e a sociologia do conhecimento. Saber ambiental: Do conhecimento ao diálogo de saberes. Dialética e totalidade. Ecologia e sistema. EA e suas relações com a cultura.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM EDUCAÇÃO AMBIENTAL PARA ESCOLAS SUSTENTÁVEIS"
"54425";"MÓDULO";"DMP0007";"L";"TEMAS AMBIENTAIS";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"36";"9";"0";"45";"0";"0";"20";"false";"";"";"";"";"";"Resíduos Sólidos: dimensões práticas, ambientais e sociais. Doenças de veiculação hídrica. Tecnologia, vida e saúde. Legislação ambiental e políticas públicas.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM EDUCAÇÃO AMBIENTAL PARA ESCOLAS SUSTENTÁVEIS"
"54426";"MÓDULO";"DMP0008";"L";"PROJETOS, RELATÓRIOS E SEMINÁRIOS, EM EDUCAÇÃO AMBIENTAL";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"90";"0";"0";"90";"0";"0";"20";"false";"";"";"";"";"";"Execução de projetos socioambientais. Atividades interdisciplinares em EA. Seminários em EA: Mudanças climáticas, biodiversidade, desmatamentos, geração de energia e energias limpas.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM EDUCAÇÃO AMBIENTAL PARA ESCOLAS SUSTENTÁVEIS"
"54447";"MÓDULO";"DMP0009";"L";"TEMAS AMBIENTAIS";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"36";"9";"0";"45";"0";"0";"20";"false";"";"";"";"";"";"Resíduos Sólidos: dimensões práticas, ambientais e sociais. Doenças de veiculação hídrica. Tecnologia, vida e saúde. Legislação ambiental e políticas públicas.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM EDUCAÇÃO AMBIENTAL PARA ESCOLAS SUSTENTÁVEIS"
"54526";"MÓDULO";"SUP0001";"L";"DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução ao Android. Ambiente de desenvolvimento. Interface Gráfica em Android. Componentes do Android: Activities, Services, Broadcast Receivers e Content Providers. Manipulação de Dados (Arquivos, Banco de Dados e Resources). Conectividade Web. Distribuição de Aplicações. Desenvolvimento com uso de Fragmentos. Concorrência no Android: Threads, Processos e AsyncTask. Desenvolvimento de Widgets. Comparação com outras plataformas (iOS, Windows Phone, HTML 5, etc.). Aplicativos móveis nos sistemas UFRN.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54531";"MÓDULO";"SUP0002";"L";"SISTEMAS DE INFORMAÇÃO DA UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução a sistemas de informação. Processo gerencial através dos sistemas UFRN. Estruturação e módulos dos sistemas UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54532";"MÓDULO";"SUP0003";"L";"BANCO DE DADOS E BI APLICADOS NOS SISTEMAS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Modelagem de Dados ER e Relacional. Mapeamento ER Relacional e Normalização. SQL. DAO. Java Persistence API. Hibernate: Objetos e Atributos, relacionamentos, consultas. Business intelligence e sistemas de apoio a decisão. Data warehousing e mineração de dados. Preparação e exploração de dados. Aplicações de business intelligence nos sistemas UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54533";"MÓDULO";"SUP0004";"L";"TECNOLOGIAS MÓVEIS PARA OS SISTEMAS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução ao Android. Ambiente de desenvolvimento. Interface Gráfica em Android. Componentes do Android: Activities, Services, Broadcast Receivers e Content Providers. Manipulação de Dados (Arquivos, Banco de Dados e Resources). Conectividade Web. Distribuição de Aplicações. Desenvolvimento com uso de Fragmentos. Concorrência no Android: Threads, Processos e AsyncTask. Desenvolvimento de Widgets. Comparação com outras plataformas (iOS, Windows Phone, HTML 5, etc.). Aplicativos móveis nos sistemas UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54534";"MÓDULO";"SUP0005";"L";"SISTEMAS DE INFORMAÇÃO DA UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução a sistemas de informação. Processo gerencial através dos sistemas UFRN. Estruturação e módulos dos sistemas UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54535";"MÓDULO";"SUP0006";"L";"BANCO DE DADOS E BI APLICADOS NOS SISTEMAS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Modelagem de Dados ER e Relacional. Mapeamento ER Relacional e Normalização. SQL. DAO. Java Persistence API. Hibernate: Objetos e Atributos, relacionamentos, consultas. Business intelligence e sistemas de apoio a decisão. Data warehousing e mineração de dados. Preparação e exploração de dados. Aplicações de business intelligence nos sistemas UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54536";"MÓDULO";"SUP0007";"L";"TECNOLOGIAS WEB PARA OS SISTEMAS UFRN I";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução ao Desenvolvimento Web. Arquitetura em Camadas e MVC para Sistemas Web e Frameworks MVC.Frameworks utilizados na implementação dos sistemas SIGs/UFRN. Servlets e JSP. Visão geral de JSF e Struts. Uso de JSF e Struts nos sistemas SIGs/UFRN. Fundamentos de HTML5. Linguagem de Estilo (CSS). Introdução a linguagem Javascript e Ajax. Biblioteca JQuery. Programação de web services.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54537";"MÓDULO";"SUP0008";"L";"TECNOLOGIAS WEB PARA OS SISTEMAS UFRN II";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Framework Spring. Enterprise Java Beans. Uso desses frameworks nos sistemas SIGs/UFRN. Conceitos e definições sobre Desenvolvimento Ágil. Integração entre sistemas. Apresentação das APIs do Google, Facebook, Twiiter e de outras plataformas do mercado
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54538";"MÓDULO";"SUP0009";"L";"SUPORTE E GERÊNCIA DE CONFIGURAÇÃO E MUDANÇAS NA REDE DE PARCEIROS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Processo de suporte aos usuários dos sistemas UFRN. Gerenciamento de solicitações de mudança. Sistemas de versionamento de software. Subversion (SVN). Git. Workflows distribuídos. Mecanismos de integração contínua. Gerenciamento das versões e evoluções realizadas nos sistemas SIGs/UFRN. 
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54539";"MÓDULO";"SUP0010";"L";"TESTE DE SOFTWARE NOS SISTEMAS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução ao Teste de Software. Conceitos básicos em Teste de Software. Níveis de Teste. Técnicas de Teste. Técnica Funcional. Técnica Estrutural. Automação de Testes. Processo de Testes. Metodologias Agéis x Testes de Software. Critérios de Teste Funcional e ferramentas de apoio . Mock Objects. Critérios de Teste. Construção de Casos de Testes a partir de Casos de Uso. Testes Exploratórios. Plano de Testes. Processo de Testes. Automação de testes. Testes nos sistemas SIGs/UFRN. 
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54540";"MÓDULO";"SUP0011";"L";"GESTÃO DE PROJETOS E ENGENHARIA DE REQUISITOS NA REDE DE PARCEIROS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"2";"";"";"";"";"Ciclo de vida e organização de projetos de software. Scrum e PMBOK. Gerenciamento de projetos de evolução dos sistemas SIGs/UFRN. Ferramenta iproject. Técnicas de elicitação de requisitos. Especificação de requisitos. Especificação de regras de negócio e legislação relevante. Negociação e resolução de conflitos em requisitos. Rastreamento e gerenciamento de mudanças em requisitos. Padrões e ferramentas utilizados na especificação dos sistemas SIGs/UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54541";"MÓDULO";"SUP0012";"L";"ANÁLISE E PROJETO ORIENTADO A OBJETOS";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"UML. Orientação a objetos. Técnicas de análise e projeto de software. Transformação das especificações dos sistemas UFRN no projetos de classes. Padrões de projeto utilizados. Programação Java, padrões de projeto, refactoring.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54542";"MÓDULO";"SUP0013";"L";"PROCESSO E ARQUITETURA DE SOFTWARE APLICADAS AOS SISTEMAS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introdução a Processos de Software. Modelos de Ciclo de Vida de Software. Processo unificado e metodologias ágeis. Modelagem e especificação de processos de software. Processo utilizado no desenvolvimento e manutenção dos sistemas SIGs/UFRN. Padrões e estilos arquiteturais; Visões arquiteturais; Documentação de arquiteturas; Avaliação arquitetural. Padrões arquiteturais utilizados nos sistemas SIGs/UFRN.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54543";"MÓDULO";"SUP0014";"L";"INFRAESTRUTURA, SEGURANÇA E COMPUTAÇÃO NAS NUVENS";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Data centers. Máquinas virtuais. Computação nas nuvens. Segurança. Computação nas nuvens.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54544";"MÓDULO";"SUP0015";"L";"VARIABILIDADES E USABILIDADE NOS SISTEMAS UFRN";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Introduça&#771;o&#8233; a &#8233;Linhas &#8233;de &#8233;Produto &#8233;de &#8233;Software.&#8233; &#8233;Modelagem&#8233; e &#8233;Gerência &#8233;de &#8233;Variabilidades. Engenharia&#8233; de &#8233;Domi&#769;nio &#8233;e &#8233;de &#8233;Aplicaça&#771;o nos sistemas UFRN. Estrate&#769;gias &#8233;de &#8233;Adoça&#771;o &#8233;de &#8233;Linhas &#8233;de &#8233;Produto &#8233;de &#8233;Software.&#8233; Evolução tecnológica das Interfaces de Usuário e Desafios de Usabilidade. Conceitos de Interação HumanoComputador. Processo de Design de Software. Esboços, Storyboarding e Prototipação. Métodos e Técnicas de Avaliação - Questionários, Inspeção e Testes.
";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN"
"54546";"MÓDULO";"SUP0016";"L";"INTRODUÇÃO A GESTÃO DA TECNOLOGIA DA INFORMAÇÃO";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"1. Desempenho
2. Conceitos
3. Evolução
4. Tendências
5. Gestão 
6. Melhores Práticas";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM GESTÃO DE TI"
"54547";"MÓDULO";"SUP0017";"L";"FUNDAMENTOS EM PROCESSO";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"O que são Processos? Introdução aos  Processos Organizacionais. Processos de Negócio. Qualidade. PNQ. Documentação. Modelagem. Índice de Processabilidade. Indicadores de Desempenho Processos de Negócio e TI. Reengenharia de Processos. Impactos da Cloud  e Processos. Integração entre  SOA e BPM.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM GESTÃO DE TI"
"54548";"MÓDULO";"SUP0018";"L";"LIDERANÇA";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";" Liderança através do coaching. Fundamentos do coaching. Papel e identidade. Práticas e Técnicas de coaching. Liderança Situacional. Mudança Organizacional. Dificuldades para exercer a Liderança. Desempenho e Indicadores.

";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM GESTÃO DE TI"
"54549";"MÓDULO";"SUP0019";"L";"REDE E DATA CENTER";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Redes Locais (LANs) e geograficamente distribuídas (WANs); Arquiteturas de redes de computadores (RM-OSI X Internet TCP/IP); Camada física; Camada de enlace; Camada de Rede; Camada de Transporte; Camada de Aplicação; Aplicações convencionais X Aplicações multimídia distribuídas; Tendências em Redes de Computadores: Redes móveis e sem fio; Redes óticas; Voz sobre IP; Redes de armazenamento (SANs). O que é gerenciamento de rede?; Quais as suas funções e objetivos?;          Infra-estrutura para o gerenciamento de redes (SMI; MIBs; O protocolo SNMP e suas versões); RMON (Remote Network Monitoring).

O Datacenter do Futuro. Principais aspectos tecnológicos envolvidos. Projeto em camadas. Aspectos de segurança. Aspectos de escalabilidade. Projeto do Disaster Recovery. Soluções tecnológicas disponíveis. Virtualização. Redes de armazenamento  SAN e NAS. Clusters, Solução RAC . Servidores Blades. Implementação em fases. Projeto e implmentação do backup. Gerenciamento do Datacenter. Principais produtos de gerenciamento disponíveis.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM GESTÃO DE TI"
"54550";"MÓDULO";"SUP0020";"L";"GESTÃO INTEGRADA";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"30";"0";"0";"30";"0";"0";"20";"false";"";"";"";"";"";"Conceito; Função de Inteligência Empresarial; Gestão do Conhecimento e Funções da Inteligência; Localização da Unidade de Inteligência; Técnicas e Modelos Analíticos; Recursos de Informação para a Inteligência; Desenvolvimento de um programa de IE; Organização da Função IE; Processo para identificação e definição de necessidades de inteligência; Análise de Cenários e Sistemas de alerta antecipado. Tecnologias da Informação utilizadas na  Inteligência Empresarial. Data Mining. Paines de Desempenho. Dashboards e Scorecards; Corporate Performance Management.

Sistemas ERP; Por que implantar sistemas ERP?; Idéias sobre a implantação; Estudo de viabilidade; Seleção de produtos e parceiros; Planejamento da implantação; Desenho da Solução; Construção; teste e implantação; Pós-implantação; estabilização e materialização dos benefícios; Atualizações do sistema (upgrades); Integração com CRM e SCM, E-business e Compras eletrônicas. ERP-2.";"";"";"";"";"";"";"";"Semi-Presencial";"ESPECIALIZAÇÃO EM GESTÃO DE TI"
